name1,name2,percentage
dxzkrjot,efntqzwt,4
dycdxyoq,lfkgwzxf,55
afbpsnzi,bmavzmsp,80
ifngwdlv,hjlbfadx,75
nsmczgzc,rygdzpki,36
cfqjcbpk,rmrpzpte,0
ziqmgfdf,jeqekrqc,24
tlyuvslu,njlbtezo,40
gghktnwa,mlbhcjfx,14
fioidbxs,jvctqrjm,36
wxamooxk,msmkpzfk,2
fcfcjhwx,fnlnlglc,48
qtheexcv,pzxizcxj,32
odquufsw,kwtriuaj,14
ocqwjibo,zutsmsyt,22
ientxkmk,wwvxjhgc,0
ouhzpsmb,ryrwqdjq,0
agcythzr,ggqosvtc,28
bqfvdtot,zqaariua,88
cyrnqfwq,uhtmmjqu,81
ifemsmou,euevzkox,93
gszfcwti,hvbuklah,93
faxmuuzo,ujfxoztt,50
gvvhwmrc,hvdjcuix,96
dwlxtyim,ovgyhftm,32
xumzvcvg,xlwogita,74
nwewxary,fmnihqkv,68
gtxdogvb,bfnpcufy,9
blfwsxrh,hgcqxnqw,80
bsuufkss,uqrkqlvk,42
rdxhbevz,hsaqhdvr,5
hwxetxbw,znqvslxi,67
lrxqciyi,yychblhj,85
obavbtvf,dxsfgjqp,18
pnlympzx,srhfrglt,64
rhsguetd,uaybikvg,20
ootimbeh,zctuipwq,65
oiwogjws,nqnzrkub,99
hadrohdf,wojmffgr,12
lqgmxtlv,bqhqabpk,90
caeaskwk,zsobfsyc,86
hrhivqjp,hktqyhji,76
svwfperz,wnymnude,61
uooxpsec,euavjzkt,24
yntgqcbw,vixbsrww,32
rxheucdc,fyuvqnfm,68
dozrijto,eymqtryf,45
neoucqpm,tnuriybu,56
jftbwxld,lpwchqvs,72
qrvsoplf,hhpoaoft,1
mbleowdp,cczevfvc,64
wficqtpt,rvfsteny,54
ddodpsyf,nlazzgfr,58
wwvcgxjw,ofsjtuvb,49
jbtzoffc,ssrshspy,16
sulwhime,mjvnbhlt,82
ufshaxqg,alcriegy,8
gmqacysr,cuuzwjki,32
hxardpaz,pavpgcqg,62
pppwcglk,ivrowxcb,48
dhvxtapi,tbrugslj,44
qnovzmlc,yjjcirvz,90
rfhnxmbv,uxuayuzh,25
himynspm,moncyzba,95
hzkyzsly,ulzotqsi,40
blklgakr,hhqvywwx,56
iayvqvlf,hvnlblbs,38
luehbrce,fwdrmwuc,18
fyrckdin,oakhzwul,30
ohnujrtm,dhpluguy,34
wctzptsi,njaexgfl,88
qxaevsxf,raecwkah,68
gowhifkm,ujdxinov,20
dpswrpsn,nspccgay,32
xxxqktqi,mfvcduhv,38
qbmzujcp,crrfhuwx,64
xemeucqh,maryqmvu,72
numwakff,smtvqxmu,71
zopzptla,byyuywee,0
gxohfgzr,xnggvrav,57
dfqceclh,dqynqymw,56
thidhsef,vbavtues,60
fkbfllxk,jjtccxwo,52
vjpqhwco,xglrenbs,58
vzopddkc,yeeenpja,81
uicgnmfw,wlwtqwhw,88
wpqzpoza,oozicard,72
nfduartd,rdpnnjqq,68
fssrtwqv,wajxsdmw,20
hvfgywzy,falliblg,90
wntttvxw,hdjshtnf,38
hhxlysda,zrutwjjl,52
auphcjth,znteions,50
cyhrxwef,kjnyeogp,80
ndzpvwvj,ndguaeqq,70
hywvvtvm,kwpxmwin,23
hwivwmlm,povzkkqy,1
gtgtoeuw,ddpdvirh,58
axcfddxn,elpkgwjt,56
zivcuhvj,hrkivnci,18
qmzcrgyo,psjdmshx,52
wpesesmd,vgwiwqwa,96
xhhxtkgs,xrlfhpjt,98
aezpnsem,lsfoqsyo,32
qtgrrprp,rsxtyqud,68
mwuczrbq,lfuoumut,27
kztnmxte,doprxvkv,0
mxnoaosk,fnaohedt,80
ynqtuket,nehctexs,66
suwzuvhz,ieykvrpy,66
uavbaeel,llcwretm,38
fruxljbd,sykmdlfo,45
foxughzl,esvovcqd,25
ybalgtnp,dbhdrcjt,5
gpozntee,bwdoavpa,52
nbgaxvgb,vybcruqf,54
ozsaakmk,cypyzfve,40
vrswusks,xcwsmkhe,80
qshqfral,ljvoxdcm,86
ieshzqln,usllbplj,16
vagyrjbs,bkejpuzv,32
dmkwtxti,hygrwbzt,24
vpsopaff,fiwomkfp,23
atbyukpg,hnfwjnxm,80
urfvluav,vwfruymc,9
iwaesmrx,basieehd,80
higfkvbl,ojuckgjm,10
qkvteidv,pietqgoq,72
bufdtvyz,vexpnnyn,88
cuncrusq,dsgfkirq,56
aautgiea,cbiritoa,85
syowxyyw,hliublex,67
ehmptdmi,cymrmtjf,56
ugiprhac,qmhigfcl,93
tjoxopdn,jcvdymug,78
ehkniccx,pirxgsir,60
zbcmjvfq,jbrsdabc,9
kffdikhf,oyeunbke,14
sjevveok,amvkeymw,37
mubeyike,bctexfmy,94
rdcxuxom,uenblgbp,30
hnyoadna,wxbcqlue,50
oarfkpud,pyupewwn,60
iowqiylp,coyqfjbg,82
farsqnpy,bdboarqf,72
jfltcesq,cmkrlybg,40
ukhzkmyx,nqigozux,7
jgdvlkfk,sbnxwrjd,82
iymergqc,idsgfnvq,90
zrqrgjry,himbcicl,89
pwcfjrbf,fffllcgv,84
jifjqutk,egaajpgy,80
vhhgcijs,ojcnyvjx,14
exgbjylg,ndqkdpxp,40
xvwbsvjr,hsnhtfnf,4
vwfvymcz,oskcstcq,0
iyukbmld,hsonqbds,90
fvwaidor,mocxlxwt,32
zxttfsbp,lerapaxh,53
bhjevbel,vkbxoyzq,40
gcfvldik,iusxluvs,30
yjfpofoy,jujfmmgx,92
dninhyny,jeecafwa,82
njjxsizs,qlfqfpdo,39
qjzzgafk,grsbahvo,20
zgnmuzjb,gxwmoltu,61
zheesdjo,qjvreloj,20
jpluhmag,cknpsvfb,16
wjcdzwio,puiabldr,31
ysdpccrl,uxcrycys,8
xgumhbht,mgefdbfi,20
zttjwnhu,wrnyunoh,60
pzqdwryv,kcjmcbwi,98
getsmgjh,tfsqkrin,74
qdahzhcs,ittrimgt,36
yfbzyaza,quwhqbep,60
hurfwjoy,eamovfxn,92
asoqzery,ztfxfmgc,62
yrkqjuca,ymrlnelu,12
ocokdxdj,bfkggyhf,60
agoaqruv,evnfhsmu,20
gvsfvsaj,xmiwawok,38
mgnymtil,ibaeqphu,7
xaatrkvh,xzyynxmr,1
qfhrrdtk,dmfuqopc,10
gjqvxvnm,vuzivrwf,55
yxkvazty,yhqfbiql,8
ivogtghz,zqtlozjd,36
hgjaryvu,xdnsdwbx,60
rhwmcklu,plafoazm,66
yxubqipf,uwopnnus,68
vwkknrnk,nhqazfam,68
qbflqbno,hridijcp,85
advhnhcc,tfzmhvrq,38
jnlvnjfu,hcxguvtc,52
kimmlwtc,onebaeet,20
ksjpwebw,axjgrmbd,19
bsxpyykk,hshspddp,62
luxhhlzo,xlibfbfo,36
msyykwea,jyumybtk,50
ghbrcorf,wccnufkb,95
rjluezpp,qasnguxx,40
mwactsza,mituedlt,28
xgfociul,viecxncn,30
usqbzlmb,qvecdhgv,80
nqgcjaqz,xxwbqvor,19
bfqyafsd,lwptvoqn,36
jtlxbypz,fbxuppvc,34
gbaqcorm,ixincmpp,68
qkychhdw,igywqarr,62
hyowcvqt,kjyahtji,62
ujllrrym,jwidbfhs,53
hhegoiso,pvmlltmy,54
ljzikoxf,fqyxnxhv,48
ijqqnthx,efgpyktf,68
awfxeqoq,romtlrmv,24
lmfpkjrd,fozlhjyw,94
ctnsrtiu,rzodlcpi,32
tlhqvntd,smutqtpr,20
tvsmcway,swhycbtb,80
mhgaelhv,oscktuqd,32
ondshnhq,ldomvwlv,97
ztpwqhep,hlrrcqfr,32
jmoqrcxe,ngcqixqp,75
seococle,ktxgwirv,90
fktgntsj,fdnzvsqn,50
guzjogks,sszhzgok,16
stfykcsk,pievkepx,32
zfbzrvct,zfpskzlx,28
jnrtlwbi,hojeztyb,4
eryfuued,kaqjxyzs,73
wxyphahr,xfvpmenw,81
magnmdmu,xkjrlbbg,16
pqmfgagl,qnznhcsj,13
brqcwofa,dsforzkz,29
jnjhzmet,btsifcxw,76
udweneae,ovmgmxvk,70
rgjdtobe,usnstyzo,23
bdreotvp,yjrafoyr,20
ntelzxky,qutgpttj,95
bgikcriq,zuqeupsz,36
xjnzhrcm,uinzaldh,92
avikrifs,pptwbxpm,74
wgislisq,sgazvjre,8
uryzpmfq,orvspjqv,70
apehntnr,tejkzefb,92
lqqfrrsj,svvkxnro,5
icsiauwb,gqychzbh,20
eboqavja,zwwuoqip,38
qgvdfvwv,wlrvnflv,27
ukularwj,geehzqzs,85
ylqmkiym,okufpcmw,68
iwhrgcvu,nelydgke,29
dzhiwovm,sxeyfvuw,44
nfdpphkj,rjjnusui,70
jtsrznne,mcwcgywg,68
rzpteifi,pgcnkibn,88
soexuvkv,dkxbzhrn,25
nhvbxzgi,nrcqbydt,80
xilsviud,npkgqwmp,80
twtyoeiu,dpgdywgu,50
aagctvou,yatnukhr,88
gwhmntvn,vbubqrzk,43
nnkhnrkr,nugurtwm,80
lbtoyhga,awwhccvq,44
zqzrjzvw,fiomazuc,32
zkjepdax,ldizdxtq,60
wusilira,dtwphztx,20
mehibqeb,bezpcegx,24
zgrzvikx,vrqtpili,1
kglqenwm,aeqfbicw,80
kqipvwkc,uypzqrmb,80
dxdgzbwc,uzwqnzac,39
klieaaqk,uzjyfxki,0
itpncrsh,mrtrarkh,25
irqgznzg,rzerablz,92
yspqpira,dpjwuajg,40
lukjbbzd,cwjxsmif,0
chbbmlww,kkoorttw,54
zjbzsajp,lkxevczc,72
nasiiioi,nxrbcjuy,5
oymfkdty,srlzpiuh,39
cevvjbnx,lubtsysa,90
ifbrraky,qkuqsarh,40
kdhyprhh,cnoapxce,34
gzmumbgk,msmgweun,44
drdnpebz,thtithwt,72
lkqnxdcd,oqaequex,61
askenpcv,zqxroikw,49
kioexgmd,fhkzgvhf,72
suetwiez,hnibdwkk,0
lsmdwkxy,smwtohnv,98
qlukukqd,zmlqwung,82
gyewopoc,eocdbmrn,34
qwkdhjzp,vqkfmdnu,8
pmlgyzto,aklzhxmt,66
wusbgrzv,jsbzknow,28
ooyrbatd,weqlhlbq,52
dazmyhiu,mxvjlzzx,75
rysuxmps,duqpmgpn,48
oefngqid,oekjfpme,5
mlfqezpv,koiifdzt,80
qlunobpo,dodbzfsy,20
zcxmypan,mxnaxxvu,90
orxzsikx,rarxprxc,60
zdzkelwm,sbiqvxoa,76
flhkrvmn,bhxqorop,76
jngsjnzj,jnjyxthg,8
tnqgteva,iijtijyb,88
raiqhkqw,gazavwlk,12
lvfbcxlp,kzgyfptr,5
sjwleacp,onqkchcb,37
fxaeqbir,oqldhefx,50
capwynol,ksgxodjo,21
roytzfjx,emuyxykd,52
hsgqaeyi,rzpluuil,77
yjjvaryr,xrotpofl,18
paenrpsx,fdddvvyl,27
vtdsvpjh,xtqwppho,23
yljwhxtn,hdqloehe,68
otpwugeb,yehawihw,90
qmmlidtb,wsecydsf,76
xpdlbgud,woaiaysk,76
lidldlaw,jzppqblq,80
jmlrcpvh,zwrpdyis,60
spovbmcq,bheyxkxs,50
eucdzxvp,abbtjfnb,25
pmqhvnha,jtcnwnfi,89
raruwgcy,foxzdnif,48
newarcli,grjultnd,22
gvbjlkpi,lpgfqiav,6
lummwxkb,dkgmalep,19
fdblgwmt,nevuzyko,85
zpmawwao,nweyirgb,6
xptcflen,lvmwdruu,36
xphajlrx,fluferbz,84
jjrfyqjr,iqwnkvjo,98
wvyjiogf,ttrseztc,15
zxiydrph,upvgnmzj,6
kpehsrtt,zelrddkg,75
vkkihxmd,qqgxctnt,0
cjqfzxks,mezbzdku,84
xevleedw,zewrcjuk,80
nnkmsomb,nnhilahe,91
fmdzeroh,zlsbmexf,25
dkrnqsur,ynowfour,50
bqxvxdyr,ffnezssq,20
upyifnit,ucetyemp,88
zfhcbzxv,annsedlo,20
kpthixyx,zvoxmzng,75
cuozeoem,rrgrpqlt,74
tzgfbvkx,kqlkkwin,36
dotazcwj,pbccrxmh,50
tsswnkrh,frdatfpm,0
uxqcztjr,oetacijj,87
vjpssbcy,dsgtkckn,88
uuudurkz,wqzoglji,57
vidukwqs,uhnwblqb,98
ntbvygnj,gxkefmxh,12
ftifdlxi,hvpkgypp,62
stmtounq,emphxdff,50
gvxqfukd,bzjlgrfw,60
pogaxycz,ebacypcq,0
cptrpqji,fweatfag,49
afnvkkaj,jbbytyuv,80
xpgsazoc,tjgexkog,93
xuaeelyn,vthpjchs,50
pslixzts,epjyizpl,31
wizrwsbk,vudwvzco,96
pihoqzwg,tvrfoyof,55
amjqpceq,xgzrrwwx,50
ihophzbj,nlufavxw,42
fuuewrcy,bkosbxgq,50
nnxogpml,flhufmuy,40
acdfylqj,gjpqrlld,44
trctskhx,bqjhjrsk,33
qpuphcag,glmjllio,6
dsfonchf,zscgmgtz,27
ddwxpmdx,fofhmtga,20
qmozkqbm,deuncgvl,92
yuumjzcb,shotmyxx,24
ztmfvfit,wmlxvzhd,0
admbkpbd,nadkmbyd,82
bwubelsg,fifrvbpu,12
aklgnozc,wvohcthl,3
lquidbya,luogrsqw,0
wdmeihkh,bseqhhww,77
yshwgyml,jvbietez,0
srwvispf,czdnrurx,0
mzobizvo,olapirqr,4
lfetbwiy,zwegxpzb,90
nlyfzoaa,snsmqsfx,32
wwpsbhdm,essquyiv,80
djyuzwoe,djgvmmlg,32
mmgbdxna,xbmvkeug,58
zifsjmpg,igdrwutl,68
lzqobcbq,pckeyfsc,72
ejomjzbb,sowmdumd,80
ntkdmaeg,qyhejrry,42
xbrrxrao,syrcntzv,20
zodroeln,wbshtkfp,21
qhtsiyui,ldyupfxg,68
twdtirin,ncvczrqv,5
fivndulr,avisqmoy,86
cqwkrfqs,oorkszlc,34
cvdsxwtw,iolcptld,54
rxtlcxzg,qfljktqu,64
rfeffyha,luekgmkf,22
pmarmvtv,fejpmexz,89
okicmmjv,wlfcoghk,92
dhdhmfid,oqnneipc,64
qgzconkd,alkzgbzo,20
ihblumro,uggguxwl,40
veeecasl,eebaknrx,20
ajuqatbx,dqundscl,68
npuucpkz,wbkrkfsi,32
xgwxpeop,urqexolj,20
gclkgqvt,ikgsddxb,16
jwujzyvw,zbdrqbwi,32
wmhztjpu,qtufkfik,45
lztnmllg,nxaqfqpy,92
bhvzehsu,zumsvpdm,58
ulzasbtf,btoqcbps,50
fgtlirpu,fhxcxyvp,92
bmxbnpdd,yyodxnrx,99
iyowdhme,wepqszcg,80
bwtdjwna,anyymbpp,0
hfgfehiq,fnyizddq,82
nodxqbkj,auytxrwg,55
fhkfvczm,cnvqbsnx,29
rymxsxsn,xnhhqtgv,12
hkywgkok,aiwhlrad,76
eoktkraa,nrgmaedb,0
bicwlvku,rzeqrbfp,96
pmlstnzc,ytufwlsf,0
gsrdjrfv,jqxvjxyq,24
qxcowbwl,ijmbwakx,7
ohmfible,nfyyeqym,24
whgmdntu,lpyagdqc,34
lhrxiald,apoclrsw,0
avbeztaw,lprqcfwc,88
kmlhivcy,edwxzovr,55
rgqjcbiv,tdcqocxp,20
nfpsvdtf,dxjnqcak,0
lkqgzipt,xlgfrunh,8
pnnfpuxz,qifmvkhb,80
vwqzbrqp,veagzwni,75
mslgeaqs,dtjvwrnd,63
vbgtpxns,kjbsaxtm,56
fchhldeb,zkggxkgr,64
ddyqwccc,izndluva,50
hundwzla,fdgjksxi,66
vaiqxtqn,rqgxpwqk,92
huknlgwb,enxrugzt,98
jvqxcqni,jwiisdic,36
bphkvpuq,idpocrhy,46
mkosmpul,tposggqa,60
chukqyeq,uoodmkdg,50
tgmxqnhv,cuthrxhd,82
hhsjcnvy,wwjazmvc,53
cvqtqafl,oofccrad,78
jgyahoki,stmoggqx,60
rhacbvae,ktbvxtxu,36
rjfuulfx,auddhxkf,42
tnlpdlgu,kfrdalsl,74
nklinyoj,rxtmxrxe,92
lekmwikr,aszdozug,90
fboylbgs,wlznctlh,16
xdggklru,fazwmfuw,64
tmlymcgx,gckqdwbl,95
pghmaeuw,fxegxjva,54
oupgbjvz,krtfyklk,34
duzpkolh,xijoijxm,42
woqcntpi,xiuccpss,70
bepkplzk,fyrebcez,86
jswxrljs,wyftjbuj,55
qatgmsqj,xjtkyldt,68
rjfhsuut,mgruakly,16
pnnlosvy,vxkhthvi,60
fbmcyfmm,pyatuaae,42
bmupostl,nhgytssg,82
vjsrxwez,aebrfkwa,25
ciwvgbwg,tuhwvkia,12
qokcwuoo,rquhvfkq,44
bfngsuwx,xjtxoyuy,88
lvmhqgkl,tbgrwijp,10
xkakozeo,tyuexlfd,60
ylqkddfm,oeuvqeut,40
kodqsvca,evwdvbip,60
bwcqhikj,dilbhssp,7
qzqcxhms,iprcijnr,75
qtgzgaqu,atwesfwh,32
bunumcwa,xzvpltff,0
silpajrk,hqjkekap,8
libbyzkz,uuncyrdx,38
gwgkjuph,ndskiamu,60
vmeetasd,rtsgmktl,16
okkcdfag,zkyypdrt,38
igtcwtao,ohcdcpgd,48
gtpjwacy,tinahurp,75
witafaxn,jouzkkvr,32
atykizte,drkcrmvg,40
abxxznzl,smpulsjf,48
pbiqkjvp,jiqxhrut,45
ekvywaiz,kpewrejy,90
ijkeqhin,hltxoyrf,96
dixdautw,wkcrburv,64
htjixvfx,usnmkhev,71
bdymvcsi,srvhebhn,60
mockthvm,tmjdjfmj,42
etkvxtlx,sqknsfua,56
pyxnyomb,mgymmfrq,60
oucebruu,kbcwudht,40
woiozmft,lqblykjk,60
vcfyekrr,bamzebtc,40
qmospgaa,dfdavchv,66
shhazomd,xoaubjbh,62
iavfcggl,uxfhpdtj,95
mokyoold,blimmepw,58
rwvmoift,cxmxumfv,36
mgljtevo,bjlamiiy,28
oruhtuvg,zfzfkodb,0
nhzhvgaj,bhuwmswl,96
fokdpoaw,uzqnfmux,90
wuanxlvi,sditozpi,84
lusrjcyc,dtqgfesm,61
fjmqxhpd,nvekgxlp,14
fpunnffo,uvplghbg,58
ezfyuywg,aehvtdte,18
dasiytwp,zqwugysi,75
yfujssvr,onpqmatp,40
ujdclfny,lmrykrwa,7
fmurcedm,cyvcxtol,92
cfffoyvz,erzhewet,6
cizvgtwe,hffttquj,8
zosbigwx,icuagdwz,66
tmlvcjdm,drwutwos,15
eiqhgwlj,hgvsalua,81
ohvrvdtg,sktzgpvu,40
xuzvboxp,xswensaq,20
olgumabw,ieguvvgb,6
lhkxocjn,whkmntkd,80
ewnpqsvz,vwgjrcwi,30
zadkiqwd,htwqxerh,33
mqyuztep,mrpqqpsa,35
jfdvdzgv,ghgimvov,99
kcpygwdl,ujwjwadu,89
mgibzzvs,cmrpycsw,96
hsiclfno,tlzyfkun,62
rnuabuyg,luvfvhsq,15
kqqvdibj,oytrrmmp,60
aqrbtbxn,vkebiofm,66
jlxnolwu,cbmajmab,87
mfmxlcmv,oourvrkz,36
qrrruzrt,mzoxfnkz,72
fmndeply,giqmduxz,7
qgedyrgz,ywlbempe,13
llhxfpcy,gbgvlcqq,70
fkshgswy,mfhslvoa,4
uspqbsdu,ylbtwwym,57
ciwvqcyd,owvzigwi,48
kqihujbo,rhbynnqu,7
whmqijco,rmxswdef,80
tkramdxq,ktyrfmox,0
odnpdxfq,iedaqsjf,52
ddrutczd,xtjcstlm,52
rjtysarm,dpanfyqi,20
bhvlxvxz,tcdxdgsf,40
igvleilv,srfyotmb,76
bocomnyv,absrczcr,66
kdfzitoe,pnveysil,60
vrbwugjc,ighipqlo,14
uvkpmogc,aoqyfwlk,28
mpfxqmbn,ubpjmnef,15
qjmgyjxk,fzvpqcgs,40
datrlqof,puzpyovh,37
qcfxmyvz,cxvzaqyh,76
bbkodfhm,kmbkbjzh,79
junahalc,siuoohfj,98
zszeohng,mkycrcdm,4
cbsatapo,plxympax,55
lvqwhxuc,nltaaclk,16
jookjbez,idhgpiyb,76
sglvcnyu,nxwbbhfa,68
tkqbrwns,glkjesub,60
rpafdylw,muvsjgwc,78
scfgekuj,houxbavh,50
wvwefcjs,hgjxhwll,88
oxozywqm,bilqgpww,2
vgfmmlbq,avbhvvqc,0
gxbocztj,cfmfdbvk,25
uhnsielv,ftfhfyrh,70
cyhdlwzk,mfpsbcla,0
xkqtrkyn,dgokuiyd,12
slbhdezb,emrngflf,54
arnlatcb,rsmrwmdb,42
amcrhjcz,agoblpum,50
hlthuhnj,srzgzpnj,76
qmjmjhyr,pyospchf,32
yfewwzaw,nsmqeuiz,0
fyxxzptf,genomowu,15
dsaylneh,ukqeixfm,44
bwypgpag,ylkajrnv,65
gjwcefuf,wjfotrkk,18
rnpsdeuw,sbicqmaq,12
pmlbkxsh,ntskwcga,18
zgztxcmq,yeqhcfbb,44
zcheptot,mbyanqxn,18
nuzwfljr,ninsibln,78
zjjyrfwo,ewdsanph,58
fusczqke,exdqwbwq,8
kmuzykwt,pphrvhyj,38
owdhepht,kbnffjjq,48
bbjaonpu,nklciqgo,44
xqmyxxnn,rfpumkxn,93
bhaimgso,jzjougrq,64
bqjlgjlb,nppfpnzz,80
gffseosq,ifdptfoc,14
nnqlmbof,ptuuhecx,46
ggttjrtk,pqclhmiy,51
kvfnoagx,jessmkpe,88
ucxdhomk,dvefbfai,41
tezriynk,tnppilnt,44
qbnvcrsm,sstggpyv,28
xzwrojvo,xolzjtum,89
zzxcudgh,jlghaukz,68
orkyusya,ochnzrfk,7
ttodrutj,ymjizxvd,96
bpepagre,kgusjwai,22
vjsngils,hdjadtey,0
eehsnqhj,jdbwqqch,8
byvvzmrv,swdpjbaq,80
rckkvnsb,plinhmcp,12
luzzvkbw,drnfxccj,50
udthpjsm,jbfttget,82
xdkfprun,uyalicia,18
hzbghpwm,vutfczbs,77
jfzxrkhe,ezhnfoyf,48
wpxeijlh,buotbtky,0
lfruwugk,gulmeqhr,3
zhtoprvp,hmuywxzf,26
ezreraoy,eqtcoeog,55
saygxklu,jehebohj,28
qxyzbdok,gnsoaihw,88
dulejyjj,unxiaomh,45
chgudycb,nwcyjlbb,19
lwjgktvf,drmpxodf,72
zaukzbqj,qtpbpmlm,14
tcssnhzj,mhisvbek,59
udtszecj,rbtkjgzd,16
bzrjabhp,ydcnhbxu,19
wzwnzyhz,mfkfiezg,89
ovpaavcw,jqhausaq,2
mpqyzeuo,lsoxejgz,16
njphetiw,stdhlody,75
ypabfiwk,qbxwrezw,66
qddwjxfd,huluempy,40
gkjoylxj,rsimelvj,32
fafoeqca,waipicgo,22
avrkelhr,jbvkjchy,17
mqockrks,rqtvrfbo,50
foizndrw,pxvlrsek,85
orfoswfq,qzlivdiu,56
voyshfta,rlewcykw,92
ugxcgwiv,oatyaepi,40
vhzworxa,whaihnzp,65
ieswfziv,hqffhdfm,32
sgmvvryr,qkindocq,96
ktqkrunk,buekdxun,70
xmfzetox,cxxpbegk,60
wpeygkwj,rswxhdes,44
utrzkejx,ignhmhzl,95
uiuxuunj,tbsagnap,32
kisjpzdw,ovujicch,74
vtsjsntm,lxvwromc,90
cmrtgfiq,gvxdfwvd,80
jxwuboqn,bkhcrzls,98
tbdyekcm,mikmunag,7
uudzemxn,guxybudy,12
grbgftii,zsgfsqnt,16
lkzoyzfi,siuxgbtx,12
syptplzf,gyjauqyc,16
gelrlkpz,tjnoyake,75
kxmoezyv,udpnudod,3
ygskbxkg,fkzfeymy,90
jwblsnde,tlorwkwb,44
lrapfrtf,twkfaezr,70
usanoixw,gforyqed,10
wpnjyifx,gunuvglc,25
tzrunmtj,dasvhrlc,50
yyxmgxyh,btbnzidi,26
oblvqejo,obnrjuyf,14
dzkvigtg,lqrfbemg,52
dtykxieq,xbuxadqn,25
quuntdna,ozfuhbko,60
xedopond,irqharvt,65
iaodypoe,iuadytyb,50
owdjeqrn,eiaaroih,16
edhauoce,hfohhiwk,80
ghhhpldf,amiagnly,50
gcyczoow,jdgaeeum,90
kegwthbn,afafspkb,40
vzeqzchs,khqlmoti,62
dhvenafv,xsvxhmqn,50
gadoqaqk,xhoelbdh,86
swjiwszk,qeewgswn,48
vacgbxvu,qwkfjquz,30
bwyxhndy,qhaqxbbf,85
qptdidwp,gdzywqpz,24
qlympiux,ntwagokw,10
bqkyuaiv,hijmsftj,88
mcwjutmt,lzajoibe,68
kyhqepul,rnzszmzf,28
larlccha,wzcffzhs,10
mtlzzdtd,lwpjtwwj,65
xmapcahj,eevydsko,56
xdlfkecy,xkhejfos,28
txjubrhj,numdnoqu,47
ceuurvrz,pnldeigb,74
vezixtuz,qgrbiylh,86
ycotexym,jtioirsw,18
pasnfvid,xigshsnr,74
qoaeivwa,dxmewacc,84
tqlzcbwx,hyapsymr,35
phinrimi,kuwgsiyw,84
flrgxlwi,fimjdvev,61
flkjkbrc,ynjjjppj,39
pscukadd,sxklhdga,38
hpqyiiro,nflaqijk,80
nbnngosm,rtlzsfgw,34
nboqkcrf,dyasqqlm,4
tsvjpjyn,scbyvsgh,92
mztsakyi,wvrjoqkw,44
jzhvaemp,zvylayhq,76
yhqhpybi,ikkhaasx,56
zxinvimf,qpsbaxqi,43
lgqebmah,eavgwkvv,73
lfdytmbc,obawparr,86
lznjybde,oopxbtmw,36
yrrhceuv,hvruupfc,4
lqophdoa,eoirvuga,96
ddpxxfgy,wibtjakb,88
zjvemgbn,mhihilzz,93
rdfevjtf,dfdaldvf,93
dmtdslng,wooqjyvu,76
uoyvbenq,iolkuqqq,43
ectfhuhc,jfbqmgfv,42
wvjsjroh,iroypdxt,7
hatybyxl,ujoyjwai,70
hmckiogn,xmkpxhst,44
tpugasmn,iisljkeh,29
vwiothnp,xidcbxic,70
zkekntum,hqfxobqc,40
blvfdvhc,vcyomrpm,71
jnomtwvs,agfaedpw,24
pprrjzpo,kzudwkms,88
bmelqsfi,drklotef,9
mvremcpv,lvikimfx,20
hghvtffw,gtmrheoi,84
wrtkuqgc,ezaobrdq,28
xcqqhevj,brytnsog,12
xmkcrtnz,bwkuzaya,66
lolefafp,xznxtibd,31
dkaevjsc,evygctei,52
xhagzvlp,czjhrjwd,80
bgwecuvg,kuwkcfdp,54
htlzdjyr,fzakrdpn,24
dwunemsy,avqapymu,28
yjxvwloh,egvvgxdf,55
yrdlzslp,qbvqbbth,0
tyrvrvim,sukwazls,0
qncsibbw,vmpzigll,45
rerqkppl,omnymjvf,66
oygtgfxi,utrlxfwi,81
zcxdhfzi,lyylkefe,6
ysqnaoxa,iirmzfdt,32
saesrwes,mqjgqfar,89
gdxmdfsy,qpwnavxf,70
jpernpdj,gloerahk,45
kpjuyhda,zsxtoair,0
myfsnjyn,exxslkdm,20
xrqxylxw,mauoclxo,20
mhfggnvp,wrxokhqn,78
zdraekce,pfpmlknr,34
pvfyvsfm,hhizdaww,90
coankxiv,nldurldv,25
nvawlasq,fxkyfnem,44
yznjvnnm,hqramcqz,26
rgcffuyx,cmorctjj,80
vracbfej,jnlzxavj,45
cxmmwyqo,wtivtspy,22
iwaoatjf,xorjzapl,70
vttdhlhj,hmokaler,72
uzrxcnah,brwuvguj,36
jogxbpwu,rkthcbco,28
clctnxaj,bczxsqut,0
jpofsvhs,gigcilwt,14
evaytppt,akgyjvpn,82
trkzdeqs,kwjdvxeh,0
exnrglxd,myoazmyz,12
yhxejdwb,hhudzttr,17
wcsxcfel,fptonksu,70
hzlvydse,gcnhgnzd,39
hugtboim,qzxbiadt,73
trkuxfem,huxlrsoy,60
zosotxcw,ywfiyfpw,13
emrnsmlg,syavtfwt,76
zaitoapi,swevynuh,25
hulghzyd,ssrlcxbi,46
jyohhfmx,invacsew,28
rhvmvhvn,kfdvopae,60
yyscgsic,jisqmdzl,84
cioirbdt,nvrkhklq,88
eawhjzwn,kfkdspqo,26
yoaqwtcp,qzmcmdpd,32
lstrbbon,ojatimxf,20
jtfgeqsx,yjpizquk,28
wfmmcssr,huqyrboe,78
hnosusph,jodofxtj,36
bvgvvona,zsitbbfj,26
zkawrfyz,pubjkpga,8
